States,Year,CAUSE,Male,Female,Total,Lat,Long
UTTARAKHAND,2012,Truck/Lorry (Government),2,0,2,30.32040895,78.05000565
UTTARAKHAND,2012,Truck/Lorry (Private),100,25,125,30.32040895,78.05000565
UTTARAKHAND,2012,Bus (Government),21,5,26,30.32040895,78.05000565
UTTARAKHAND,2012,Bus (Private),66,29,95,30.32040895,78.05000565
UTTARAKHAND,2012,Tempo/Vans (Government),2,0,2,30.32040895,78.05000565
UTTARAKHAND,2012,Tempo/Vans (Private),11,1,12,30.32040895,78.05000565
UTTARAKHAND,2012,Jeep (Government),1,0,1,30.32040895,78.05000565
UTTARAKHAND,2012,Jeep (Private),49,13,62,30.32040895,78.05000565
UTTARAKHAND,2012,Car (Government),3,1,4,30.32040895,78.05000565
UTTARAKHAND,2012,Car (Private),107,20,127,30.32040895,78.05000565
UTTARAKHAND,2012,Three Wheeler,10,7,17,30.32040895,78.05000565
UTTARAKHAND,2012,Two Wheeler,168,10,178,30.32040895,78.05000565
UTTARAKHAND,2012,Bicycle,19,2,21,30.32040895,78.05000565
UTTARAKHAND,2012,Pedestrian,66,9,75,30.32040895,78.05000565
UTTARAKHAND,2012,Others (Please Specify),65,15,80,30.32040895,78.05000565
WEST BENGAL,2001,Truck/Lorry (Government),37,6,43,22.58039044,88.32994665
WEST BENGAL,2001,Truck/Lorry (Private),747,214,961,22.58039044,88.32994665
WEST BENGAL,2001,Bus (Government),106,58,164,22.58039044,88.32994665
WEST BENGAL,2001,Bus (Private),701,327,1028,22.58039044,88.32994665
WEST BENGAL,2001,Tempo/Vans (Government),7,0,7,22.58039044,88.32994665
WEST BENGAL,2001,Tempo/Vans (Private),151,79,230,22.58039044,88.32994665
WEST BENGAL,2001,Jeep (Government),17,1,18,22.58039044,88.32994665
WEST BENGAL,2001,Jeep (Private),118,52,170,22.58039044,88.32994665
WEST BENGAL,2001,Car (Government),17,3,20,22.58039044,88.32994665
WEST BENGAL,2001,Car (Private),253,100,353,22.58039044,88.32994665
WEST BENGAL,2001,Three Wheeler,32,26,58,22.58039044,88.32994665
WEST BENGAL,2001,Two Wheeler,155,35,190,22.58039044,88.32994665
WEST BENGAL,2001,Bicycle,66,7,73,22.58039044,88.32994665
WEST BENGAL,2001,Pedestrian,94,52,146,22.58039044,88.32994665
WEST BENGAL,2001,Others (Please Specify),326,172,498,22.58039044,88.32994665
WEST BENGAL,2002,Truck/Lorry (Government),155,56,211,22.58039044,88.32994665
WEST BENGAL,2002,Truck/Lorry (Private),715,256,971,22.58039044,88.32994665
WEST BENGAL,2002,Bus (Government),100,35,135,22.58039044,88.32994665
WEST BENGAL,2002,Bus (Private),698,265,963,22.58039044,88.32994665
WEST BENGAL,2002,Tempo/Vans (Government),5,3,8,22.58039044,88.32994665
WEST BENGAL,2002,Tempo/Vans (Private),120,87,207,22.58039044,88.32994665
WEST BENGAL,2002,Jeep (Government),19,6,25,22.58039044,88.32994665
WEST BENGAL,2002,Jeep (Private),161,46,207,22.58039044,88.32994665
WEST BENGAL,2002,Car (Government),4,3,7,22.58039044,88.32994665
WEST BENGAL,2002,Car (Private),222,92,314,22.58039044,88.32994665
WEST BENGAL,2002,Three Wheeler,44,25,69,22.58039044,88.32994665
WEST BENGAL,2002,Two Wheeler,178,69,247,22.58039044,88.32994665
WEST BENGAL,2002,Bicycle,84,12,96,22.58039044,88.32994665
WEST BENGAL,2002,Pedestrian,179,64,243,22.58039044,88.32994665
WEST BENGAL,2002,Others (Please Specify),305,131,436,22.58039044,88.32994665
WEST BENGAL,2003,Truck/Lorry (Government),19,4,23,22.58039044,88.32994665
WEST BENGAL,2003,Truck/Lorry (Private),1122,271,1393,22.58039044,88.32994665
WEST BENGAL,2003,Bus (Government),91,34,125,22.58039044,88.32994665
WEST BENGAL,2003,Bus (Private),702,225,927,22.58039044,88.32994665
WEST BENGAL,2003,Tempo/Vans (Government),0,0,0,22.58039044,88.32994665
WEST BENGAL,2003,Tempo/Vans (Private),301,75,376,22.58039044,88.32994665
WEST BENGAL,2003,Jeep (Government),19,4,23,22.58039044,88.32994665
WEST BENGAL,2003,Jeep (Private),185,41,226,22.58039044,88.32994665
WEST BENGAL,2003,Car (Government),3,1,4,22.58039044,88.32994665
WEST BENGAL,2003,Car (Private),222,75,297,22.58039044,88.32994665
WEST BENGAL,2003,Three Wheeler,64,12,76,22.58039044,88.32994665
WEST BENGAL,2003,Two Wheeler,299,59,358,22.58039044,88.32994665
WEST BENGAL,2003,Bicycle,45,2,47,22.58039044,88.32994665
WEST BENGAL,2003,Pedestrian,52,23,75,22.58039044,88.32994665
WEST BENGAL,2003,Others (Please Specify),128,49,177,22.58039044,88.32994665
WEST BENGAL,2004,Truck/Lorry (Government),13,4,17,22.58039044,88.32994665
WEST BENGAL,2004,Truck/Lorry (Private),920,274,1194,22.58039044,88.32994665
WEST BENGAL,2004,Bus (Government),80,30,110,22.58039044,88.32994665
WEST BENGAL,2004,Bus (Private),646,248,894,22.58039044,88.32994665
WEST BENGAL,2004,Tempo/Vans (Government),7,1,8,22.58039044,88.32994665
WEST BENGAL,2004,Tempo/Vans (Private),194,86,280,22.58039044,88.32994665
WEST BENGAL,2004,Jeep (Government),7,0,7,22.58039044,88.32994665
WEST BENGAL,2004,Jeep (Private),174,68,242,22.58039044,88.32994665
WEST BENGAL,2004,Car (Government),15,3,18,22.58039044,88.32994665
WEST BENGAL,2004,Car (Private),342,128,470,22.58039044,88.32994665
WEST BENGAL,2004,Three Wheeler,60,17,77,22.58039044,88.32994665
WEST BENGAL,2004,Two Wheeler,252,65,317,22.58039044,88.32994665
WEST BENGAL,2004,Bicycle,45,1,46,22.58039044,88.32994665
WEST BENGAL,2004,Pedestrian,155,54,209,22.58039044,88.32994665
WEST BENGAL,2004,Others (Please Specify),235,145,380,22.58039044,88.32994665
WEST BENGAL,2005,Truck/Lorry (Government),12,2,14,22.58039044,88.32994665
WEST BENGAL,2005,Truck/Lorry (Private),1024,248,1272,22.58039044,88.32994665
WEST BENGAL,2005,Bus (Government),54,14,68,22.58039044,88.32994665
WEST BENGAL,2005,Bus (Private),802,243,1045,22.58039044,88.32994665
WEST BENGAL,2005,Tempo/Vans (Government),2,0,2,22.58039044,88.32994665
WEST BENGAL,2005,Tempo/Vans (Private),170,52,222,22.58039044,88.32994665
WEST BENGAL,2005,Jeep (Government),12,1,13,22.58039044,88.32994665
WEST BENGAL,2005,Jeep (Private),177,55,232,22.58039044,88.32994665
WEST BENGAL,2005,Car (Government),4,1,5,22.58039044,88.32994665
WEST BENGAL,2005,Car (Private),275,84,359,22.58039044,88.32994665
WEST BENGAL,2005,Three Wheeler,40,10,50,22.58039044,88.32994665
WEST BENGAL,2005,Two Wheeler,269,64,333,22.58039044,88.32994665
WEST BENGAL,2005,Bicycle,32,4,36,22.58039044,88.32994665
WEST BENGAL,2005,Pedestrian,292,78,370,22.58039044,88.32994665
WEST BENGAL,2005,Others (Please Specify),242,101,343,22.58039044,88.32994665
WEST BENGAL,2006,Truck/Lorry (Government),24,8,32,22.58039044,88.32994665
WEST BENGAL,2006,Truck/Lorry (Private),1301,295,1596,22.58039044,88.32994665
WEST BENGAL,2006,Bus (Government),45,14,59,22.58039044,88.32994665
WEST BENGAL,2006,Bus (Private),697,201,898,22.58039044,88.32994665
WEST BENGAL,2006,Tempo/Vans (Government),1,0,1,22.58039044,88.32994665
WEST BENGAL,2006,Tempo/Vans (Private),320,93,413,22.58039044,88.32994665
WEST BENGAL,2006,Jeep (Government),23,7,30,22.58039044,88.32994665
WEST BENGAL,2006,Jeep (Private),202,98,300,22.58039044,88.32994665
WEST BENGAL,2006,Car (Government),1,0,1,22.58039044,88.32994665
WEST BENGAL,2006,Car (Private),310,99,409,22.58039044,88.32994665
WEST BENGAL,2006,Three Wheeler,47,6,53,22.58039044,88.32994665
WEST BENGAL,2006,Two Wheeler,274,71,345,22.58039044,88.32994665
WEST BENGAL,2006,Bicycle,46,2,48,22.58039044,88.32994665
WEST BENGAL,2006,Pedestrian,285,79,364,22.58039044,88.32994665
WEST BENGAL,2006,Others (Please Specify),7,1,8,22.58039044,88.32994665
WEST BENGAL,2007,Truck/Lorry (Government),19,4,23,22.58039044,88.32994665
WEST BENGAL,2007,Truck/Lorry (Private),1253,267,1520,22.58039044,88.32994665
WEST BENGAL,2007,Bus (Government),51,8,59,22.58039044,88.32994665
WEST BENGAL,2007,Bus (Private),695,229,924,22.58039044,88.32994665
WEST BENGAL,2007,Tempo/Vans (Government),4,1,5,22.58039044,88.32994665
WEST BENGAL,2007,Tempo/Vans (Private),95,16,111,22.58039044,88.32994665
WEST BENGAL,2007,Jeep (Government),9,0,9,22.58039044,88.32994665
WEST BENGAL,2007,Jeep (Private),197,51,248,22.58039044,88.32994665
WEST BENGAL,2007,Car (Government),12,1,13,22.58039044,88.32994665
WEST BENGAL,2007,Car (Private),331,93,424,22.58039044,88.32994665
WEST BENGAL,2007,Three Wheeler,60,4,64,22.58039044,88.32994665
WEST BENGAL,2007,Two Wheeler,411,92,503,22.58039044,88.32994665
WEST BENGAL,2007,Bicycle,94,8,102,22.58039044,88.32994665
WEST BENGAL,2007,Pedestrian,370,112,482,22.58039044,88.32994665
WEST BENGAL,2007,Others (Please Specify),371,61,432,22.58039044,88.32994665
WEST BENGAL,2008,Truck/Lorry (Government),14,1,15,22.58039044,88.32994665
WEST BENGAL,2008,Truck/Lorry (Private),1321,218,1539,22.58039044,88.32994665
WEST BENGAL,2008,Bus (Government),51,16,67,22.58039044,88.32994665
WEST BENGAL,2008,Bus (Private),657,228,885,22.58039044,88.32994665
WEST BENGAL,2008,Tempo/Vans (Government),2,0,2,22.58039044,88.32994665
WEST BENGAL,2008,Tempo/Vans (Private),99,23,122,22.58039044,88.32994665
WEST BENGAL,2008,Jeep (Government),18,6,24,22.58039044,88.32994665
WEST BENGAL,2008,Jeep (Private),152,29,181,22.58039044,88.32994665
WEST BENGAL,2008,Car (Government),37,17,54,22.58039044,88.32994665
WEST BENGAL,2008,Car (Private),357,67,424,22.58039044,88.32994665
WEST BENGAL,2008,Three Wheeler,74,18,92,22.58039044,88.32994665
WEST BENGAL,2008,Two Wheeler,430,92,522,22.58039044,88.32994665
WEST BENGAL,2008,Bicycle,0,0,0,22.58039044,88.32994665
WEST BENGAL,2008,Pedestrian,0,0,0,22.58039044,88.32994665
WEST BENGAL,2008,Others (Please Specify),630,182,812,22.58039044,88.32994665
WEST BENGAL,2009,Truck/Lorry (Government),2,3,5,22.58039044,88.32994665
WEST BENGAL,2009,Truck/Lorry (Private),1147,183,1330,22.58039044,88.32994665
WEST BENGAL,2009,Bus (Government),55,11,66,22.58039044,88.32994665
WEST BENGAL,2009,Bus (Private),558,185,743,22.58039044,88.32994665
WEST BENGAL,2009,Tempo/Vans (Government),1,0,1,22.58039044,88.32994665
WEST BENGAL,2009,Tempo/Vans (Private),193,36,229,22.58039044,88.32994665
WEST BENGAL,2009,Jeep (Government),4,1,5,22.58039044,88.32994665
WEST BENGAL,2009,Jeep (Private),126,21,147,22.58039044,88.32994665
WEST BENGAL,2009,Car (Government),5,0,5,22.58039044,88.32994665
WEST BENGAL,2009,Car (Private),336,88,424,22.58039044,88.32994665
WEST BENGAL,2009,Three Wheeler,77,14,91,22.58039044,88.32994665
WEST BENGAL,2009,Two Wheeler,457,101,558,22.58039044,88.32994665
WEST BENGAL,2009,Bicycle,127,13,140,22.58039044,88.32994665
WEST BENGAL,2009,Pedestrian,567,132,699,22.58039044,88.32994665
WEST BENGAL,2009,Others (Please Specify),476,95,571,22.58039044,88.32994665
WEST BENGAL,2010,Truck/Lorry (Government),7,9,16,22.58039044,88.32994665
WEST BENGAL,2010,Truck/Lorry (Private),1294,308,1602,22.58039044,88.32994665
WEST BENGAL,2010,Bus (Government),59,23,82,22.58039044,88.32994665
WEST BENGAL,2010,Bus (Private),546,202,748,22.58039044,88.32994665
WEST BENGAL,2010,Tempo/Vans (Government),8,2,10,22.58039044,88.32994665
WEST BENGAL,2010,Tempo/Vans (Private),168,28,196,22.58039044,88.32994665
WEST BENGAL,2010,Jeep (Government),14,5,19,22.58039044,88.32994665
WEST BENGAL,2010,Jeep (Private),127,53,180,22.58039044,88.32994665
WEST BENGAL,2010,Car (Government),4,0,4,22.58039044,88.32994665
WEST BENGAL,2010,Car (Private),323,113,436,22.58039044,88.32994665
WEST BENGAL,2010,Three Wheeler,93,15,108,22.58039044,88.32994665
WEST BENGAL,2010,Two Wheeler,562,117,679,22.58039044,88.32994665
WEST BENGAL,2010,Bicycle,142,19,161,22.58039044,88.32994665
WEST BENGAL,2010,Pedestrian,495,131,626,22.58039044,88.32994665
WEST BENGAL,2010,Others (Please Specify),467,136,603,22.58039044,88.32994665
WEST BENGAL,2011,Truck/Lorry (Government),3,2,5,22.58039044,88.32994665
WEST BENGAL,2011,Truck/Lorry (Private),1262,267,1529,22.58039044,88.32994665
WEST BENGAL,2011,Bus (Government),73,16,89,22.58039044,88.32994665
WEST BENGAL,2011,Bus (Private),585,182,767,22.58039044,88.32994665
WEST BENGAL,2011,Tempo/Vans (Government),9,2,11,22.58039044,88.32994665
WEST BENGAL,2011,Tempo/Vans (Private),236,42,278,22.58039044,88.32994665
WEST BENGAL,2011,Jeep (Government),8,3,11,22.58039044,88.32994665
WEST BENGAL,2011,Jeep (Private),112,35,147,22.58039044,88.32994665
WEST BENGAL,2011,Car (Government),11,1,12,22.58039044,88.32994665
WEST BENGAL,2011,Car (Private),400,91,491,22.58039044,88.32994665
WEST BENGAL,2011,Three Wheeler,91,23,114,22.58039044,88.32994665
WEST BENGAL,2011,Two Wheeler,708,136,844,22.58039044,88.32994665
WEST BENGAL,2011,Bicycle,97,15,112,22.58039044,88.32994665
WEST BENGAL,2011,Pedestrian,422,89,511,22.58039044,88.32994665
WEST BENGAL,2011,Others (Please Specify),591,134,725,22.58039044,88.32994665
WEST BENGAL,2012,Truck/Lorry (Government),14,6,20,22.58039044,88.32994665
WEST BENGAL,2012,Truck/Lorry (Private),1431,330,1761,22.58039044,88.32994665
WEST BENGAL,2012,Bus (Government),72,27,99,22.58039044,88.32994665
WEST BENGAL,2012,Bus (Private),464,177,641,22.58039044,88.32994665
WEST BENGAL,2012,Tempo/Vans (Government),5,1,6,22.58039044,88.32994665
WEST BENGAL,2012,Tempo/Vans (Private),191,39,230,22.58039044,88.32994665
WEST BENGAL,2012,Jeep (Government),9,3,12,22.58039044,88.32994665
WEST BENGAL,2012,Jeep (Private),147,42,189,22.58039044,88.32994665
WEST BENGAL,2012,Car (Government),12,1,13,22.58039044,88.32994665
WEST BENGAL,2012,Car (Private),437,103,540,22.58039044,88.32994665
WEST BENGAL,2012,Three Wheeler,77,27,104,22.58039044,88.32994665
WEST BENGAL,2012,Two Wheeler,852,143,995,22.58039044,88.32994665
WEST BENGAL,2012,Bicycle,184,16,200,22.58039044,88.32994665
WEST BENGAL,2012,Pedestrian,521,145,666,22.58039044,88.32994665
WEST BENGAL,2012,Others (Please Specify),543,203,746,22.58039044,88.32994665
Andaman And Nicobar,2001,Truck/Lorry (Government),2,0,2,11.66702557,92.73598262
Andaman And Nicobar,2001,Truck/Lorry (Private),3,0,3,11.66702557,92.73598262
Andaman And Nicobar,2001,Bus (Government),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2001,Bus (Private),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2001,Tempo/Vans (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2001,Tempo/Vans (Private),2,0,2,11.66702557,92.73598262
Andaman And Nicobar,2001,Jeep (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2001,Jeep (Private),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2001,Car (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2001,Car (Private),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2001,Three Wheeler,1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2001,Two Wheeler,3,1,4,11.66702557,92.73598262
Andaman And Nicobar,2001,Bicycle,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2001,Pedestrian,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2001,Others (Please Specify),2,0,2,11.66702557,92.73598262
Andaman And Nicobar,2002,Truck/Lorry (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2002,Truck/Lorry (Private),4,0,4,11.66702557,92.73598262
Andaman And Nicobar,2002,Bus (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2002,Bus (Private),4,2,6,11.66702557,92.73598262
Andaman And Nicobar,2002,Tempo/Vans (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2002,Tempo/Vans (Private),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2002,Jeep (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2002,Jeep (Private),3,0,3,11.66702557,92.73598262
Andaman And Nicobar,2002,Car (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2002,Car (Private),2,0,2,11.66702557,92.73598262
Andaman And Nicobar,2002,Three Wheeler,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2002,Two Wheeler,4,0,4,11.66702557,92.73598262
Andaman And Nicobar,2002,Bicycle,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2002,Pedestrian,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2002,Others (Please Specify),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2003,Truck/Lorry (Government),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2003,Truck/Lorry (Private),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2003,Bus (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2003,Bus (Private),3,0,3,11.66702557,92.73598262
Andaman And Nicobar,2003,Tempo/Vans (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2003,Tempo/Vans (Private),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2003,Jeep (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2003,Jeep (Private),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2003,Car (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2003,Car (Private),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2003,Three Wheeler,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2003,Two Wheeler,5,1,6,11.66702557,92.73598262
Andaman And Nicobar,2003,Bicycle,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2003,Pedestrian,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2003,Others (Please Specify),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2004,Truck/Lorry (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2004,Truck/Lorry (Private),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2004,Bus (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2004,Bus (Private),0,1,1,11.66702557,92.73598262
Andaman And Nicobar,2004,Tempo/Vans (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2004,Tempo/Vans (Private),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2004,Jeep (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2004,Jeep (Private),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2004,Car (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2004,Car (Private),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2004,Three Wheeler,1,1,2,11.66702557,92.73598262
Andaman And Nicobar,2004,Two Wheeler,3,1,4,11.66702557,92.73598262
Andaman And Nicobar,2004,Bicycle,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2004,Pedestrian,6,0,6,11.66702557,92.73598262
Andaman And Nicobar,2004,Others (Please Specify),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2005,Truck/Lorry (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2005,Truck/Lorry (Private),3,0,3,11.66702557,92.73598262
Andaman And Nicobar,2005,Bus (Government),4,3,7,11.66702557,92.73598262
Andaman And Nicobar,2005,Bus (Private),5,1,6,11.66702557,92.73598262
Andaman And Nicobar,2005,Tempo/Vans (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2005,Tempo/Vans (Private),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2005,Jeep (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2005,Jeep (Private),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2005,Car (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2005,Car (Private),1,1,2,11.66702557,92.73598262
Andaman And Nicobar,2005,Three Wheeler,1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2005,Two Wheeler,4,0,4,11.66702557,92.73598262
Andaman And Nicobar,2005,Bicycle,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2005,Pedestrian,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2005,Others (Please Specify),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2006,Truck/Lorry (Government),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2006,Truck/Lorry (Private),11,1,12,11.66702557,92.73598262
Andaman And Nicobar,2006,Bus (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2006,Bus (Private),6,0,6,11.66702557,92.73598262
Andaman And Nicobar,2006,Tempo/Vans (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2006,Tempo/Vans (Private),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2006,Jeep (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2006,Jeep (Private),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2006,Car (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2006,Car (Private),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2006,Three Wheeler,1,1,2,11.66702557,92.73598262
Andaman And Nicobar,2006,Two Wheeler,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2006,Bicycle,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2006,Pedestrian,0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2006,Others (Please Specify),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2007,Truck/Lorry (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2007,Truck/Lorry (Private),3,0,3,11.66702557,92.73598262
Andaman And Nicobar,2007,Bus (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2007,Bus (Private),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2007,Tempo/Vans (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2007,Tempo/Vans (Private),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2007,Jeep (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2007,Jeep (Private),1,0,1,11.66702557,92.73598262
Andaman And Nicobar,2007,Car (Government),0,0,0,11.66702557,92.73598262
Andaman And Nicobar,2007,Car (Private),0,1,1,11.66702557,92.73598262
Andaman And Nicobar,2007,Three Wheeler,2,0,2,11.66702557,92.73598262
Andaman And Nicobar,2007,Two Wheeler,7,0,7,11.66702557,92.73598262
