States,Year,CAUSE,Male,Female,Total,Lat,Long
MAHARASHTRA,2010,Tempo/Vans (Private),655,87,742,19.25023195,73.16017493
MAHARASHTRA,2010,Jeep (Government),17,1,18,19.25023195,73.16017493
MAHARASHTRA,2010,Jeep (Private),1184,211,1395,19.25023195,73.16017493
MAHARASHTRA,2010,Car (Government),4,1,5,19.25023195,73.16017493
MAHARASHTRA,2010,Car (Private),942,186,1128,19.25023195,73.16017493
MAHARASHTRA,2010,Three Wheeler,656,127,783,19.25023195,73.16017493
MAHARASHTRA,2010,Two Wheeler,3856,453,4309,19.25023195,73.16017493
MAHARASHTRA,2010,Bicycle,257,11,268,19.25023195,73.16017493
MAHARASHTRA,2010,Pedestrian,1671,313,1984,19.25023195,73.16017493
MAHARASHTRA,2010,Others (Please Specify),470,59,529,19.25023195,73.16017493
MAHARASHTRA,2011,Truck/Lorry (Government),7,1,8,19.25023195,73.16017493
MAHARASHTRA,2011,Truck/Lorry (Private),1994,253,2247,19.25023195,73.16017493
MAHARASHTRA,2011,Bus (Government),304,56,360,19.25023195,73.16017493
MAHARASHTRA,2011,Bus (Private),258,67,325,19.25023195,73.16017493
MAHARASHTRA,2011,Tempo/Vans (Government),6,1,7,19.25023195,73.16017493
MAHARASHTRA,2011,Tempo/Vans (Private),855,106,961,19.25023195,73.16017493
MAHARASHTRA,2011,Jeep (Government),16,1,17,19.25023195,73.16017493
MAHARASHTRA,2011,Jeep (Private),993,170,1163,19.25023195,73.16017493
MAHARASHTRA,2011,Car (Government),6,0,6,19.25023195,73.16017493
MAHARASHTRA,2011,Car (Private),1018,197,1215,19.25023195,73.16017493
MAHARASHTRA,2011,Three Wheeler,570,152,722,19.25023195,73.16017493
MAHARASHTRA,2011,Two Wheeler,3598,471,4069,19.25023195,73.16017493
MAHARASHTRA,2011,Bicycle,177,12,189,19.25023195,73.16017493
MAHARASHTRA,2011,Pedestrian,1284,283,1567,19.25023195,73.16017493
MAHARASHTRA,2011,Others (Please Specify),739,85,824,19.25023195,73.16017493
MAHARASHTRA,2012,Truck/Lorry (Government),12,1,13,19.25023195,73.16017493
MAHARASHTRA,2012,Truck/Lorry (Private),2054,239,2293,19.25023195,73.16017493
MAHARASHTRA,2012,Bus (Government),236,57,293,19.25023195,73.16017493
MAHARASHTRA,2012,Bus (Private),212,40,252,19.25023195,73.16017493
MAHARASHTRA,2012,Tempo/Vans (Government),3,1,4,19.25023195,73.16017493
MAHARASHTRA,2012,Tempo/Vans (Private),819,109,928,19.25023195,73.16017493
MAHARASHTRA,2012,Jeep (Government),7,0,7,19.25023195,73.16017493
MAHARASHTRA,2012,Jeep (Private),1011,153,1164,19.25023195,73.16017493
MAHARASHTRA,2012,Car (Government),4,2,6,19.25023195,73.16017493
MAHARASHTRA,2012,Car (Private),1018,222,1240,19.25023195,73.16017493
MAHARASHTRA,2012,Three Wheeler,535,98,633,19.25023195,73.16017493
MAHARASHTRA,2012,Two Wheeler,4022,462,4484,19.25023195,73.16017493
MAHARASHTRA,2012,Bicycle,212,12,224,19.25023195,73.16017493
MAHARASHTRA,2012,Pedestrian,1377,327,1704,19.25023195,73.16017493
MAHARASHTRA,2012,Others (Please Specify),598,93,691,19.25023195,73.16017493
MANIPUR,2001,Truck/Lorry (Government),4,0,4,24.79997072,93.95001705
MANIPUR,2001,Truck/Lorry (Private),28,3,31,24.79997072,93.95001705
MANIPUR,2001,Bus (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2001,Bus (Private),11,6,17,24.79997072,93.95001705
MANIPUR,2001,Tempo/Vans (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2001,Tempo/Vans (Private),0,0,0,24.79997072,93.95001705
MANIPUR,2001,Jeep (Government),0,1,1,24.79997072,93.95001705
MANIPUR,2001,Jeep (Private),5,4,9,24.79997072,93.95001705
MANIPUR,2001,Car (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2001,Car (Private),2,0,2,24.79997072,93.95001705
MANIPUR,2001,Three Wheeler,0,0,0,24.79997072,93.95001705
MANIPUR,2001,Two Wheeler,10,0,10,24.79997072,93.95001705
MANIPUR,2001,Bicycle,1,0,1,24.79997072,93.95001705
MANIPUR,2001,Pedestrian,6,3,9,24.79997072,93.95001705
MANIPUR,2001,Others (Please Specify),4,0,4,24.79997072,93.95001705
MANIPUR,2002,Truck/Lorry (Government),3,1,4,24.79997072,93.95001705
MANIPUR,2002,Truck/Lorry (Private),15,5,20,24.79997072,93.95001705
MANIPUR,2002,Bus (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2002,Bus (Private),21,13,34,24.79997072,93.95001705
MANIPUR,2002,Tempo/Vans (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2002,Tempo/Vans (Private),6,0,6,24.79997072,93.95001705
MANIPUR,2002,Jeep (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2002,Jeep (Private),3,1,4,24.79997072,93.95001705
MANIPUR,2002,Car (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2002,Car (Private),0,0,0,24.79997072,93.95001705
MANIPUR,2002,Three Wheeler,1,0,1,24.79997072,93.95001705
MANIPUR,2002,Two Wheeler,27,4,31,24.79997072,93.95001705
MANIPUR,2002,Bicycle,4,2,6,24.79997072,93.95001705
MANIPUR,2002,Pedestrian,9,1,10,24.79997072,93.95001705
MANIPUR,2002,Others (Please Specify),3,1,4,24.79997072,93.95001705
MANIPUR,2003,Truck/Lorry (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2003,Truck/Lorry (Private),15,8,23,24.79997072,93.95001705
MANIPUR,2003,Bus (Government),0,1,1,24.79997072,93.95001705
MANIPUR,2003,Bus (Private),27,3,30,24.79997072,93.95001705
MANIPUR,2003,Tempo/Vans (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2003,Tempo/Vans (Private),0,0,0,24.79997072,93.95001705
MANIPUR,2003,Jeep (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2003,Jeep (Private),2,0,2,24.79997072,93.95001705
MANIPUR,2003,Car (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2003,Car (Private),4,0,4,24.79997072,93.95001705
MANIPUR,2003,Three Wheeler,1,1,2,24.79997072,93.95001705
MANIPUR,2003,Two Wheeler,24,1,25,24.79997072,93.95001705
MANIPUR,2003,Bicycle,9,1,10,24.79997072,93.95001705
MANIPUR,2003,Pedestrian,16,9,25,24.79997072,93.95001705
MANIPUR,2003,Others (Please Specify),2,0,2,24.79997072,93.95001705
MANIPUR,2004,Truck/Lorry (Government),3,0,3,24.79997072,93.95001705
MANIPUR,2004,Truck/Lorry (Private),31,1,32,24.79997072,93.95001705
MANIPUR,2004,Bus (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2004,Bus (Private),32,9,41,24.79997072,93.95001705
MANIPUR,2004,Tempo/Vans (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2004,Tempo/Vans (Private),0,0,0,24.79997072,93.95001705
MANIPUR,2004,Jeep (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2004,Jeep (Private),7,2,9,24.79997072,93.95001705
MANIPUR,2004,Car (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2004,Car (Private),1,1,2,24.79997072,93.95001705
MANIPUR,2004,Three Wheeler,1,0,1,24.79997072,93.95001705
MANIPUR,2004,Two Wheeler,16,3,19,24.79997072,93.95001705
MANIPUR,2004,Bicycle,0,0,0,24.79997072,93.95001705
MANIPUR,2004,Pedestrian,7,0,7,24.79997072,93.95001705
MANIPUR,2004,Others (Please Specify),4,1,5,24.79997072,93.95001705
MANIPUR,2005,Truck/Lorry (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2005,Truck/Lorry (Private),28,5,33,24.79997072,93.95001705
MANIPUR,2005,Bus (Government),1,0,1,24.79997072,93.95001705
MANIPUR,2005,Bus (Private),22,8,30,24.79997072,93.95001705
MANIPUR,2005,Tempo/Vans (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2005,Tempo/Vans (Private),0,0,0,24.79997072,93.95001705
MANIPUR,2005,Jeep (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2005,Jeep (Private),6,1,7,24.79997072,93.95001705
MANIPUR,2005,Car (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2005,Car (Private),4,0,4,24.79997072,93.95001705
MANIPUR,2005,Three Wheeler,0,0,0,24.79997072,93.95001705
MANIPUR,2005,Two Wheeler,30,2,32,24.79997072,93.95001705
MANIPUR,2005,Bicycle,5,0,5,24.79997072,93.95001705
MANIPUR,2005,Pedestrian,11,11,22,24.79997072,93.95001705
MANIPUR,2005,Others (Please Specify),2,2,4,24.79997072,93.95001705
MANIPUR,2006,Truck/Lorry (Government),6,1,7,24.79997072,93.95001705
MANIPUR,2006,Truck/Lorry (Private),16,4,20,24.79997072,93.95001705
MANIPUR,2006,Bus (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2006,Bus (Private),20,12,32,24.79997072,93.95001705
MANIPUR,2006,Tempo/Vans (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2006,Tempo/Vans (Private),4,0,4,24.79997072,93.95001705
MANIPUR,2006,Jeep (Government),3,0,3,24.79997072,93.95001705
MANIPUR,2006,Jeep (Private),5,5,10,24.79997072,93.95001705
MANIPUR,2006,Car (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2006,Car (Private),1,0,1,24.79997072,93.95001705
MANIPUR,2006,Three Wheeler,1,0,1,24.79997072,93.95001705
MANIPUR,2006,Two Wheeler,31,4,35,24.79997072,93.95001705
MANIPUR,2006,Bicycle,4,4,8,24.79997072,93.95001705
MANIPUR,2006,Pedestrian,17,7,24,24.79997072,93.95001705
MANIPUR,2006,Others (Please Specify),10,2,12,24.79997072,93.95001705
MANIPUR,2007,Truck/Lorry (Government),3,0,3,24.79997072,93.95001705
MANIPUR,2007,Truck/Lorry (Private),27,5,32,24.79997072,93.95001705
MANIPUR,2007,Bus (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2007,Bus (Private),14,6,20,24.79997072,93.95001705
MANIPUR,2007,Tempo/Vans (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2007,Tempo/Vans (Private),0,0,0,24.79997072,93.95001705
MANIPUR,2007,Jeep (Government),2,0,2,24.79997072,93.95001705
MANIPUR,2007,Jeep (Private),5,1,6,24.79997072,93.95001705
MANIPUR,2007,Car (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2007,Car (Private),2,0,2,24.79997072,93.95001705
MANIPUR,2007,Three Wheeler,1,2,3,24.79997072,93.95001705
MANIPUR,2007,Two Wheeler,17,4,21,24.79997072,93.95001705
MANIPUR,2007,Bicycle,6,0,6,24.79997072,93.95001705
MANIPUR,2007,Pedestrian,11,4,15,24.79997072,93.95001705
MANIPUR,2007,Others (Please Specify),4,0,4,24.79997072,93.95001705
MANIPUR,2008,Truck/Lorry (Government),3,0,3,24.79997072,93.95001705
MANIPUR,2008,Truck/Lorry (Private),32,22,54,24.79997072,93.95001705
MANIPUR,2008,Bus (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2008,Bus (Private),16,1,17,24.79997072,93.95001705
MANIPUR,2008,Tempo/Vans (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2008,Tempo/Vans (Private),2,1,3,24.79997072,93.95001705
MANIPUR,2008,Jeep (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2008,Jeep (Private),10,1,11,24.79997072,93.95001705
MANIPUR,2008,Car (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2008,Car (Private),3,1,4,24.79997072,93.95001705
MANIPUR,2008,Three Wheeler,0,0,0,24.79997072,93.95001705
MANIPUR,2008,Two Wheeler,22,1,23,24.79997072,93.95001705
MANIPUR,2008,Bicycle,2,2,4,24.79997072,93.95001705
MANIPUR,2008,Pedestrian,2,2,4,24.79997072,93.95001705
MANIPUR,2008,Others (Please Specify),8,2,10,24.79997072,93.95001705
MANIPUR,2009,Truck/Lorry (Government),2,0,2,24.79997072,93.95001705
MANIPUR,2009,Truck/Lorry (Private),39,9,48,24.79997072,93.95001705
MANIPUR,2009,Bus (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2009,Bus (Private),21,8,29,24.79997072,93.95001705
MANIPUR,2009,Tempo/Vans (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2009,Tempo/Vans (Private),3,0,3,24.79997072,93.95001705
MANIPUR,2009,Jeep (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2009,Jeep (Private),3,0,3,24.79997072,93.95001705
MANIPUR,2009,Car (Government),3,0,3,24.79997072,93.95001705
MANIPUR,2009,Car (Private),1,2,3,24.79997072,93.95001705
MANIPUR,2009,Three Wheeler,3,2,5,24.79997072,93.95001705
MANIPUR,2009,Two Wheeler,14,5,19,24.79997072,93.95001705
MANIPUR,2009,Bicycle,1,1,2,24.79997072,93.95001705
MANIPUR,2009,Pedestrian,2,2,4,24.79997072,93.95001705
MANIPUR,2009,Others (Please Specify),3,1,4,24.79997072,93.95001705
MANIPUR,2010,Truck/Lorry (Government),14,0,14,24.79997072,93.95001705
MANIPUR,2010,Truck/Lorry (Private),34,11,45,24.79997072,93.95001705
MANIPUR,2010,Bus (Government),2,0,2,24.79997072,93.95001705
MANIPUR,2010,Bus (Private),9,1,10,24.79997072,93.95001705
MANIPUR,2010,Tempo/Vans (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2010,Tempo/Vans (Private),8,0,8,24.79997072,93.95001705
MANIPUR,2010,Jeep (Government),1,0,1,24.79997072,93.95001705
MANIPUR,2010,Jeep (Private),4,1,5,24.79997072,93.95001705
MANIPUR,2010,Car (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2010,Car (Private),5,2,7,24.79997072,93.95001705
MANIPUR,2010,Three Wheeler,4,1,5,24.79997072,93.95001705
MANIPUR,2010,Two Wheeler,25,10,35,24.79997072,93.95001705
MANIPUR,2010,Bicycle,1,0,1,24.79997072,93.95001705
MANIPUR,2010,Pedestrian,0,0,0,24.79997072,93.95001705
MANIPUR,2010,Others (Please Specify),13,7,20,24.79997072,93.95001705
MANIPUR,2011,Truck/Lorry (Government),3,1,4,24.79997072,93.95001705
MANIPUR,2011,Truck/Lorry (Private),29,3,32,24.79997072,93.95001705
MANIPUR,2011,Bus (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2011,Bus (Private),9,0,9,24.79997072,93.95001705
MANIPUR,2011,Tempo/Vans (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2011,Tempo/Vans (Private),5,1,6,24.79997072,93.95001705
MANIPUR,2011,Jeep (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2011,Jeep (Private),9,1,10,24.79997072,93.95001705
MANIPUR,2011,Car (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2011,Car (Private),11,0,11,24.79997072,93.95001705
MANIPUR,2011,Three Wheeler,6,1,7,24.79997072,93.95001705
MANIPUR,2011,Two Wheeler,33,3,36,24.79997072,93.95001705
MANIPUR,2011,Bicycle,5,0,5,24.79997072,93.95001705
MANIPUR,2011,Pedestrian,17,7,24,24.79997072,93.95001705
MANIPUR,2011,Others (Please Specify),10,2,12,24.79997072,93.95001705
MANIPUR,2012,Truck/Lorry (Government),2,0,2,24.79997072,93.95001705
MANIPUR,2012,Truck/Lorry (Private),35,3,38,24.79997072,93.95001705
MANIPUR,2012,Bus (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2012,Bus (Private),10,7,17,24.79997072,93.95001705
MANIPUR,2012,Tempo/Vans (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2012,Tempo/Vans (Private),5,2,7,24.79997072,93.95001705
MANIPUR,2012,Jeep (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2012,Jeep (Private),4,2,6,24.79997072,93.95001705
MANIPUR,2012,Car (Government),0,0,0,24.79997072,93.95001705
MANIPUR,2012,Car (Private),6,0,6,24.79997072,93.95001705
MANIPUR,2012,Three Wheeler,4,0,4,24.79997072,93.95001705
MANIPUR,2012,Two Wheeler,39,4,43,24.79997072,93.95001705
MANIPUR,2012,Bicycle,1,0,1,24.79997072,93.95001705
MANIPUR,2012,Pedestrian,16,7,23,24.79997072,93.95001705
MANIPUR,2012,Others (Please Specify),8,3,11,24.79997072,93.95001705
MEGHALAYA,2001,Truck/Lorry (Government),4,0,4,25.57049217,91.8800142
MEGHALAYA,2001,Truck/Lorry (Private),52,3,55,25.57049217,91.8800142
MEGHALAYA,2001,Bus (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2001,Bus (Private),32,1,33,25.57049217,91.8800142
MEGHALAYA,2001,Tempo/Vans (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2001,Tempo/Vans (Private),4,0,4,25.57049217,91.8800142
MEGHALAYA,2001,Jeep (Government),1,0,1,25.57049217,91.8800142
MEGHALAYA,2001,Jeep (Private),5,0,5,25.57049217,91.8800142
MEGHALAYA,2001,Car (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2001,Car (Private),9,2,11,25.57049217,91.8800142
MEGHALAYA,2001,Three Wheeler,3,1,4,25.57049217,91.8800142
MEGHALAYA,2001,Two Wheeler,7,2,9,25.57049217,91.8800142
MEGHALAYA,2001,Bicycle,1,0,1,25.57049217,91.8800142
MEGHALAYA,2001,Pedestrian,2,4,6,25.57049217,91.8800142
MEGHALAYA,2001,Others (Please Specify),5,0,5,25.57049217,91.8800142
MEGHALAYA,2002,Truck/Lorry (Government),20,0,20,25.57049217,91.8800142
MEGHALAYA,2002,Truck/Lorry (Private),32,0,32,25.57049217,91.8800142
MEGHALAYA,2002,Bus (Government),3,0,3,25.57049217,91.8800142
MEGHALAYA,2002,Bus (Private),11,3,14,25.57049217,91.8800142
MEGHALAYA,2002,Tempo/Vans (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2002,Tempo/Vans (Private),2,2,4,25.57049217,91.8800142
MEGHALAYA,2002,Jeep (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2002,Jeep (Private),8,0,8,25.57049217,91.8800142
MEGHALAYA,2002,Car (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2002,Car (Private),8,1,9,25.57049217,91.8800142
MEGHALAYA,2002,Three Wheeler,2,0,2,25.57049217,91.8800142
MEGHALAYA,2002,Two Wheeler,9,2,11,25.57049217,91.8800142
MEGHALAYA,2002,Bicycle,0,0,0,25.57049217,91.8800142
MEGHALAYA,2002,Pedestrian,13,4,17,25.57049217,91.8800142
MEGHALAYA,2002,Others (Please Specify),5,0,5,25.57049217,91.8800142
MEGHALAYA,2003,Truck/Lorry (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2003,Truck/Lorry (Private),36,3,39,25.57049217,91.8800142
MEGHALAYA,2003,Bus (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2003,Bus (Private),35,4,39,25.57049217,91.8800142
MEGHALAYA,2003,Tempo/Vans (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2003,Tempo/Vans (Private),3,0,3,25.57049217,91.8800142
MEGHALAYA,2003,Jeep (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2003,Jeep (Private),6,2,8,25.57049217,91.8800142
MEGHALAYA,2003,Car (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2003,Car (Private),8,2,10,25.57049217,91.8800142
MEGHALAYA,2003,Three Wheeler,1,0,1,25.57049217,91.8800142
MEGHALAYA,2003,Two Wheeler,1,0,1,25.57049217,91.8800142
MEGHALAYA,2003,Bicycle,0,0,0,25.57049217,91.8800142
MEGHALAYA,2003,Pedestrian,6,5,11,25.57049217,91.8800142
MEGHALAYA,2003,Others (Please Specify),6,0,6,25.57049217,91.8800142
MEGHALAYA,2004,Truck/Lorry (Government),2,0,2,25.57049217,91.8800142
MEGHALAYA,2004,Truck/Lorry (Private),29,1,30,25.57049217,91.8800142
MEGHALAYA,2004,Bus (Government),2,0,2,25.57049217,91.8800142
MEGHALAYA,2004,Bus (Private),20,3,23,25.57049217,91.8800142
MEGHALAYA,2004,Tempo/Vans (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2004,Tempo/Vans (Private),7,3,10,25.57049217,91.8800142
MEGHALAYA,2004,Jeep (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2004,Jeep (Private),7,2,9,25.57049217,91.8800142
MEGHALAYA,2004,Car (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2004,Car (Private),8,4,12,25.57049217,91.8800142
MEGHALAYA,2004,Three Wheeler,4,3,7,25.57049217,91.8800142
MEGHALAYA,2004,Two Wheeler,8,0,8,25.57049217,91.8800142
MEGHALAYA,2004,Bicycle,0,0,0,25.57049217,91.8800142
MEGHALAYA,2004,Pedestrian,16,2,18,25.57049217,91.8800142
MEGHALAYA,2004,Others (Please Specify),4,3,7,25.57049217,91.8800142
MEGHALAYA,2005,Truck/Lorry (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2005,Truck/Lorry (Private),31,6,37,25.57049217,91.8800142
MEGHALAYA,2005,Bus (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2005,Bus (Private),29,4,33,25.57049217,91.8800142
MEGHALAYA,2005,Tempo/Vans (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2005,Tempo/Vans (Private),3,0,3,25.57049217,91.8800142
MEGHALAYA,2005,Jeep (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2005,Jeep (Private),4,2,6,25.57049217,91.8800142
MEGHALAYA,2005,Car (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2005,Car (Private),12,6,18,25.57049217,91.8800142
MEGHALAYA,2005,Three Wheeler,6,3,9,25.57049217,91.8800142
MEGHALAYA,2005,Two Wheeler,3,1,4,25.57049217,91.8800142
MEGHALAYA,2005,Bicycle,2,0,2,25.57049217,91.8800142
MEGHALAYA,2005,Pedestrian,5,3,8,25.57049217,91.8800142
MEGHALAYA,2005,Others (Please Specify),2,0,2,25.57049217,91.8800142
MEGHALAYA,2006,Truck/Lorry (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2006,Truck/Lorry (Private),32,5,37,25.57049217,91.8800142
MEGHALAYA,2006,Bus (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2006,Bus (Private),18,4,22,25.57049217,91.8800142
MEGHALAYA,2006,Tempo/Vans (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2006,Tempo/Vans (Private),9,4,13,25.57049217,91.8800142
MEGHALAYA,2006,Jeep (Government),1,0,1,25.57049217,91.8800142
MEGHALAYA,2006,Jeep (Private),5,2,7,25.57049217,91.8800142
MEGHALAYA,2006,Car (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2006,Car (Private),5,4,9,25.57049217,91.8800142
MEGHALAYA,2006,Three Wheeler,2,0,2,25.57049217,91.8800142
MEGHALAYA,2006,Two Wheeler,3,0,3,25.57049217,91.8800142
MEGHALAYA,2006,Bicycle,2,0,2,25.57049217,91.8800142
MEGHALAYA,2006,Pedestrian,15,5,20,25.57049217,91.8800142
MEGHALAYA,2006,Others (Please Specify),14,2,16,25.57049217,91.8800142
MEGHALAYA,2007,Truck/Lorry (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2007,Truck/Lorry (Private),23,1,24,25.57049217,91.8800142
MEGHALAYA,2007,Bus (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2007,Bus (Private),25,6,31,25.57049217,91.8800142
MEGHALAYA,2007,Tempo/Vans (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2007,Tempo/Vans (Private),5,0,5,25.57049217,91.8800142
MEGHALAYA,2007,Jeep (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2007,Jeep (Private),14,3,17,25.57049217,91.8800142
MEGHALAYA,2007,Car (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2007,Car (Private),6,2,8,25.57049217,91.8800142
MEGHALAYA,2007,Three Wheeler,1,0,1,25.57049217,91.8800142
MEGHALAYA,2007,Two Wheeler,5,0,5,25.57049217,91.8800142
MEGHALAYA,2007,Bicycle,2,0,2,25.57049217,91.8800142
MEGHALAYA,2007,Pedestrian,17,2,19,25.57049217,91.8800142
MEGHALAYA,2007,Others (Please Specify),11,10,21,25.57049217,91.8800142
MEGHALAYA,2008,Truck/Lorry (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2008,Truck/Lorry (Private),47,7,54,25.57049217,91.8800142
MEGHALAYA,2008,Bus (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2008,Bus (Private),26,9,35,25.57049217,91.8800142
MEGHALAYA,2008,Tempo/Vans (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2008,Tempo/Vans (Private),7,1,8,25.57049217,91.8800142
MEGHALAYA,2008,Jeep (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2008,Jeep (Private),4,0,4,25.57049217,91.8800142
MEGHALAYA,2008,Car (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2008,Car (Private),17,10,27,25.57049217,91.8800142
MEGHALAYA,2008,Three Wheeler,7,0,7,25.57049217,91.8800142
MEGHALAYA,2008,Two Wheeler,3,0,3,25.57049217,91.8800142
MEGHALAYA,2008,Bicycle,1,0,1,25.57049217,91.8800142
MEGHALAYA,2008,Pedestrian,4,2,6,25.57049217,91.8800142
MEGHALAYA,2008,Others (Please Specify),4,0,4,25.57049217,91.8800142
MEGHALAYA,2009,Truck/Lorry (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2009,Truck/Lorry (Private),45,6,51,25.57049217,91.8800142
MEGHALAYA,2009,Bus (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2009,Bus (Private),41,4,45,25.57049217,91.8800142
MEGHALAYA,2009,Tempo/Vans (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2009,Tempo/Vans (Private),14,0,14,25.57049217,91.8800142
MEGHALAYA,2009,Jeep (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2009,Jeep (Private),8,1,9,25.57049217,91.8800142
MEGHALAYA,2009,Car (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2009,Car (Private),29,1,30,25.57049217,91.8800142
MEGHALAYA,2009,Three Wheeler,2,0,2,25.57049217,91.8800142
MEGHALAYA,2009,Two Wheeler,6,0,6,25.57049217,91.8800142
MEGHALAYA,2009,Bicycle,2,0,2,25.57049217,91.8800142
MEGHALAYA,2009,Pedestrian,13,4,17,25.57049217,91.8800142
MEGHALAYA,2009,Others (Please Specify),15,2,17,25.57049217,91.8800142
MEGHALAYA,2010,Truck/Lorry (Government),13,3,16,25.57049217,91.8800142
MEGHALAYA,2010,Truck/Lorry (Private),55,3,58,25.57049217,91.8800142
MEGHALAYA,2010,Bus (Government),4,1,5,25.57049217,91.8800142
MEGHALAYA,2010,Bus (Private),10,1,11,25.57049217,91.8800142
MEGHALAYA,2010,Tempo/Vans (Government),2,1,3,25.57049217,91.8800142
MEGHALAYA,2010,Tempo/Vans (Private),13,2,15,25.57049217,91.8800142
MEGHALAYA,2010,Jeep (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2010,Jeep (Private),8,6,14,25.57049217,91.8800142
MEGHALAYA,2010,Car (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2010,Car (Private),15,3,18,25.57049217,91.8800142
MEGHALAYA,2010,Three Wheeler,5,0,5,25.57049217,91.8800142
MEGHALAYA,2010,Two Wheeler,11,1,12,25.57049217,91.8800142
MEGHALAYA,2010,Bicycle,1,0,1,25.57049217,91.8800142
MEGHALAYA,2010,Pedestrian,13,4,17,25.57049217,91.8800142
MEGHALAYA,2010,Others (Please Specify),8,1,9,25.57049217,91.8800142
